,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount
0,20210630,41.6,48.8,49.6,40.77,48.53,-0.1428,149415927.0,6663059618.0
1,20210531,48.53,44.8,49.6,40.67,45.04,0.0775,144496646.0,6570368005.0
2,20210430,45.04,49.0,50.48,44.18,48.8,-0.077,135199503.0,6396944927.0
3,20210331,48.8,51.33,52.3,43.3,50.95,-0.0422,248922342.0,11787549907.0
4,20210226,50.95,43.5,53.28,42.61,42.25,0.2059,193678876.0,8942508588.0
5,20210129,42.25,34.41,48.32,32.38,34.83,0.213,290273942.0,11616377907.0
6,20201231,34.83,35.21,36.66,33.45,35.42,-0.0167,144666912.0,5067673249.0
7,20201130,35.42,32.51,36.66,30.62,32.51,0.0895,185912038.0,6446867134.0
8,20201030,32.51,35.39,35.47,32.34,34.96,-0.0701,112735481.0,3827614767.0
9,20200930,34.96,35.79,37.72,32.86,35.9,-0.0262,214486206.0,7530220000.0
10,20200831,35.9,34.0,36.67,33.26,34.03,0.055,196404546.0,6908769364.0
11,20200731,34.03,31.18,38.93,31.07,31.24,0.0893,365164496.0,12683264574.0
12,20200630,31.24,31.39,33.97,30.64,31.3,-0.0019,188227227.0,6021503584.0
13,20200529,31.3,31.38,32.8,30.15,31.76,-0.0145,139794246.0,4406193194.0
14,20200430,31.76,31.51,32.55,29.72,31.27,0.0157,219057531.0,6855622604.0
15,20200331,31.27,32.27,35.24,25.94,32.1,-0.0259,433051283.0,13406762882.0
16,20200228,32.1,30.6,35.48,30.6,34.0,-0.0559,305063852.0,10142558336.0
17,20200123,34.0,39.26,39.88,33.94,38.72,-0.1219,186044706.0,6984469378.0
18,20191231,38.72,32.88,39.28,32.7,32.65,0.1859,273723369.0,10013260430.0
19,20191129,32.65,31.82,34.9,31.15,31.82,0.0261,300431980.0,9870801033.0
20,20191031,31.82,28.4,34.22,27.67,28.38,0.1212,420707935.0,13044213435.0
21,20190930,28.38,24.74,28.66,24.41,24.79,0.1448,458148706.0,12050628039.0
22,20190830,24.79,26.78,26.78,22.99,26.33,-0.0585,546006888.0,13648256120.0
23,20190731,26.33,40.31,43.65,25.58,39.81,-0.3386,1416491404.0,40449950427.0
24,20190628,39.81,36.98,41.07,36.3,37.0,0.0759,165569834.0,6493183231.0
25,20190531,37.0,38.54,39.2,34.56,39.62,-0.0661,213391200.0,7922976485.0
26,20190430,39.62,45.15,46.84,38.5,45.15,-0.1225,376202498.0,15970879184.0
27,20190329,45.15,33.89,45.17,33.14,33.82,0.335,421713899.0,16602927663.0
28,20190228,33.82,29.44,34.34,28.6,29.34,0.1527,198242729.0,6195565363.0
29,20190131,29.34,23.88,29.61,23.52,23.69,0.2385,228323607.0,6037596562.0
30,20181228,23.69,27.95,27.96,22.99,27.36,-0.1341,241234872.0,6181812516.0
31,20181130,27.36,25.9,27.97,24.39,24.87,0.1001,240315762.0,6258284478.0
32,20181031,24.87,25.11,25.68,19.89,26.19,-0.0504,285409443.0,6592601765.0
33,20180928,26.19,26.14,28.66,24.29,25.95,0.0092,267508407.0,7018642221.0
34,20180831,25.95,28.15,28.26,22.41,28.85,-0.1005,349801590.0,8687364986.0
35,20180731,28.85,31.35,31.89,25.32,30.97,-0.0685,418770709.0,11927839844.0
36,20180629,30.97,28.61,35.45,27.6,28.6,0.0829,379719100.0,11957631186.0
37,20180531,28.6,31.56,34.97,26.94,31.62,-0.0955,304991001.0,9590831056.0
38,20180427,31.62,35.09,38.55,30.05,35.18,-0.1012,337910541.0,11577926692.0
39,20180330,35.18,33.34,39.56,30.5,33.89,0.0381,480554049.0,17112371749.0
40,20180228,33.89,40.13,41.77,29.03,40.22,-0.1574,453173205.0,15931334895.0
41,20180131,40.22,29.55,45.77,28.81,29.3,0.3727,637100712.0,23168461116.0
42,20171229,29.3,25.18,29.63,24.36,24.77,0.1829,298894980.0,7988300087.0
43,20171130,24.77,20.38,26.97,20.3,20.42,0.213,388793466.0,9095168652.0
44,20171031,20.42,18.5,20.6,17.32,17.87,0.1427,186223603.0,3467343156.0
45,20170929,17.87,17.88,20.68,17.31,17.95,-0.0045,318361934.0,6014868704.0
46,20170831,17.95,17.86,18.02,16.22,18.04,-0.005,256024557.0,4343832992.0
47,20170731,18.04,18.47,19.28,17.19,18.54,-0.027,256215107.0,4629389189.0
48,20170630,18.54,17.13,18.85,16.97,17.16,0.0804,304005470.0,5453700572.0
49,20170531,17.16,15.5,17.65,14.58,15.6,0.1,236607246.0,3787209605.0
50,20170428,15.6,15.42,16.68,15.2,15.38,0.0143,251678298.0,4008999800.0
51,20170331,15.38,15.2,17.29,14.56,15.1,0.0185,540398602.0,8510040985.0
52,20170228,15.1,12.76,15.45,12.6,12.87,0.1733,318130742.0,4396653747.0
53,20170126,12.87,11.78,13.21,11.69,11.75,0.0953,233012116.0,2922113198.0
54,20161230,11.75,11.59,13.29,11.57,11.57,0.0156,431204229.0,5305301507.0
55,20161130,11.57,11.17,12.25,11.02,11.1,0.0423,363085870.0,4212397934.0
56,20161031,11.1,12.02,12.29,11.0,12.63,-0.1211,247505472.0,2863808228.0
57,20160930,12.63,12.71,13.15,11.5,12.81,-0.0141,342234981.0,4193848842.0
58,20160831,12.81,10.68,14.24,10.63,10.66,0.2017,752259798.0,9512402084.0
59,20160729,10.66,9.4,11.52,9.4,9.26,0.1512,688604468.0,7435022623.0
60,20160630,9.26,9.2,9.9,8.86,9.19,0.0076,289522896.0,2685569376.0
61,20160531,9.19,10.12,10.41,8.71,10.03,-0.0837,238779711.0,2246168184.0
