,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount
0,20210630,42.18,50.18,58.54,40.3,50.19,-0.1596,356520674.0,17309669951.64
1,20210531,50.19,49.35,52.45,44.28,49.65,0.0109,156674213.0,7717569751.44
2,20210430,49.65,46.3,52.38,43.01,46.93,0.058,164204660.0,7955568073.84
3,20210331,46.93,54.69,55.38,44.21,54.6,-0.1405,205335111.0,9955632485.02
4,20210226,54.6,64.51,67.33,52.12,66.1,-0.174,210437138.0,12647872834.53
5,20210129,66.1,72.54,77.74,64.5,72.54,-0.0888,191772240.0,13457204485.12
6,20201231,72.54,63.51,75.01,60.32,63.5,0.1424,317910199.0,21418422079.73
7,20201130,63.5,52.53,65.86,51.28,54.94,0.1558,329848011.0,18648627765.32
8,20201030,54.94,60.7,64.25,54.94,60.16,-0.0868,155104587.0,9201971088.53
9,20200930,60.16,74.5,75.81,59.6,75.25,-0.2005,164793337.0,10947470195.64
10,20200831,75.25,61.88,79.0,59.0,61.88,0.2161,255649411.0,16965197898.65
11,20200731,61.88,56.92,75.2,56.36,56.98,0.086,320795806.0,20360756692.37
12,20200630,56.98,54.79,59.58,53.05,54.8,0.0398,262170962.0,14579685082.58
13,20200529,54.8,54.0,55.78,49.5,54.38,0.0077,258681272.0,13778516400.38
14,20200430,54.38,61.29,64.8,52.68,61.39,-0.1142,234097096.0,13786786767.61
15,20200331,61.39,55.33,65.92,49.1,55.0,0.1162,242586580.0,14009382834.0
16,20200228,55.0,47.16,60.15,44.0,52.4,0.0496,153048032.0,8059481097.48
17,20200123,52.4,52.2,55.89,47.98,52.68,-0.0053,196675404.0,10103159463.32
18,20191231,52.68,49.8,52.99,47.16,50.05,0.0525,147742862.0,7261051105.1
19,20191129,50.05,46.0,53.6,45.02,45.5,0.1,165352554.0,8198265159.85
20,20191031,45.5,52.8,53.84,44.2,52.16,-0.1277,165089228.0,7990112253.3
21,20190930,52.16,51.24,55.5,48.86,51.23,0.0182,167729437.0,8763362322.6
22,20190830,51.23,44.58,55.0,42.88,44.94,0.14,197247736.0,9773752670.24
23,20190731,44.94,47.26,51.2,43.8,46.65,-0.0367,234092676.0,11079155153.3
24,20190628,46.65,41.4,47.34,38.18,41.2,0.1323,189064202.0,8008779063.58
25,20190531,41.2,56.0,59.88,40.58,58.0,-0.2897,148425644.0,7798862264.94
26,20190430,58.0,59.21,63.48,52.77,60.63,-0.0434,227819532.0,13412206488.22
27,20190329,60.63,42.5,62.26,41.64,42.24,0.4354,346113084.0,18206820896.02
28,20190228,42.24,39.95,44.2,39.02,39.9,0.0586,111440609.0,4636738989.38
29,20190131,39.9,32.17,40.92,29.5,31.89,0.2512,160537595.0,5787949136.51
30,20181228,31.89,35.9,37.37,30.88,34.8,-0.0836,105013799.0,3651152850.54
31,20181130,34.8,34.27,36.33,32.2,33.95,0.025,174151322.0,6012459762.61
32,20181031,33.95,44.38,44.38,30.68,45.6,-0.2555,230623923.0,8964251097.73
33,20180928,45.6,42.3,46.57,36.45,42.34,0.077,271765129.0,11445333332.47
34,20180831,42.34,47.2,47.9,35.09,47.1,-0.1011,393899882.0,15941223066.33
35,20180731,47.1,37.0,47.58,34.12,37.5,0.256,349200506.0,14138752706.31
36,20180629,37.5,33.87,42.5,32.0,33.53,0.1184,356748514.0,13520776932.82
37,20180531,33.53,26.3,35.0,26.3,24.95,0.3439,307558741.0,9444197012.24
38,20180427,24.95,20.99,26.64,20.95,20.35,0.226,194057437.0,4685292801.51
39,20180330,20.35,19.13,20.59,18.51,19.21,0.0593,98783259.0,1951492268.35
40,20180228,19.21,20.21,20.32,16.6,20.32,-0.0546,106349729.0,1979766407.12
41,20180131,20.32,19.18,20.78,18.98,19.21,0.0578,148037564.0,2947486099.54
42,20171229,19.21,18.67,19.39,18.07,18.63,0.0311,70100950.0,1312429162.37
43,20171130,18.63,19.77,20.98,18.53,19.82,-0.06,166755625.0,3304298233.83
44,20171031,19.82,19.9,20.92,19.52,19.73,0.0046,144264546.0,2915303554.68
45,20170929,19.73,19.75,20.46,18.99,19.78,-0.0025,134035085.0,2667335144.38
46,20170831,19.78,20.39,21.68,19.46,20.42,-0.0313,212411505.0,4361340489.5
47,20170731,20.42,20.01,20.9,18.7,20.01,0.0205,107491860.0,2122428776.72
48,20170630,20.01,18.63,20.05,18.11,18.7,0.0701,109832716.0,2115658526.06
49,20170531,18.7,20.03,20.47,18.1,19.98,-0.0641,85974522.0,1658174984.23
50,20170428,19.98,21.73,22.87,19.85,21.46,-0.069,131025947.0,2786321746.9
51,20170331,21.46,22.31,23.07,21.25,22.31,-0.0381,179563383.0,3978492574.59
52,20170228,22.31,21.1,23.13,20.91,21.1,0.0573,180579819.0,4002088217.58
53,20170126,21.1,21.48,22.23,19.65,22.0,-0.0409,178264529.0,3806850165.2
54,20161230,22.0,20.81,22.0,20.14,20.74,0.0608,224518809.0,4690652932.12
55,20161130,20.74,20.1,21.43,19.9,20.09,0.0324,151586492.0,3138955743.17
56,20161031,20.09,20.39,21.68,19.85,20.34,-0.0123,108051556.0,2238093863.69
57,20160930,20.34,21.7,21.85,19.77,21.7,-0.0627,120983680.0,2508235751.97
58,20160831,21.7,22.88,23.36,21.45,23.11,-0.061,162601800.0,3629643532.16
59,20160729,23.11,23.78,25.53,22.5,23.78,-0.0282,308036937.0,7410117884.81
60,20160630,23.78,22.38,24.67,21.81,22.27,0.0678,286401676.0,6672247240.83
61,20160531,22.27,20.46,24.18,20.46,20.32,0.096,327753570.0,7286005221.98
62,20160429,20.32,21.6,21.7,18.57,21.89,-0.0717,189462305.0,3828014463.52
63,20160331,21.89,18.11,22.28,17.5,18.4,0.1897,229215091.0,4591478623.44
64,20160229,18.4,19.9,21.8,17.28,20.16,-0.0873,186758003.0,3792145059.71
65,20160129,20.16,21.27,23.22,18.25,21.3,-0.0535,307957306.0,6349761867.21
66,20151231,21.3,17.59,23.28,17.39,17.5,0.2171,322473740.0,6590068652.66
67,20151130,17.5,17.88,20.38,16.63,18.37,-0.0474,272220366.0,5202023350.16
68,20151030,18.37,16.35,18.59,16.09,15.72,0.1686,162157878.0,2867952613.61
69,20150930,15.72,16.31,17.84,14.08,16.27,-0.0338,167644311.0,2698005161.18
70,20150831,16.27,21.97,24.09,14.52,21.98,-0.2598,356424466.0,7300671667.09
71,20150731,21.98,23.0,23.86,13.77,22.91,-0.0406,575923633.0,11439596409.71
72,20150630,22.91,25.15,30.75,19.8,25.0,-0.0836,380529359.0,10108515090.86
73,20150529,25.0,25.05,27.79,23.1,24.89,0.0044,310703123.0,7981543427.98
74,20150430,24.89,24.96,28.7,24.8,22.69,0.097,104501601.0,2745790847.53
75,20150331,22.69,21.19,22.88,20.7,21.1,0.0754,39975288.0,862898313.31
76,20150227,21.1,20.3,21.15,19.72,20.25,0.042,89161340.0,1816570923.83
77,20150130,20.25,18.75,21.48,18.15,18.68,0.084,225521641.0,4535598187.46
78,20141231,18.68,17.65,20.08,17.0,17.59,0.062,325571738.0,6013208971.89
79,20141128,17.59,17.26,17.72,16.42,17.23,0.0209,162048973.0,2761516945.72
80,20141031,17.23,17.21,18.3,16.49,17.21,0.0012,131010852.0,2278909723.21
81,20140930,17.21,15.3,17.65,15.28,15.35,0.1212,162791251.0,2635090853.11
82,20140829,15.35,15.15,16.05,14.98,15.18,0.0112,166102706.0,2563358224.97
83,20140731,15.18,14.04,15.28,13.68,14.04,0.0812,130781988.0,1893285686.25
84,20140630,14.04,14.84,14.9,13.6,14.8,-0.0514,60584254.0,858631092.0
85,20140530,14.8,14.59,14.93,14.24,14.61,0.013,50674639.0,740703592.0
86,20140430,14.61,14.66,15.76,14.1,14.72,-0.0075,100800631.0,1518843992.0
87,20140331,14.72,15.18,15.65,13.81,15.23,-0.0335,118890776.0,1748372240.0
88,20140228,15.23,14.15,16.46,14.05,14.18,0.074,157479000.0,2437634692.0
89,20140130,14.18,15.98,16.56,14.1,15.36,-0.0768,130527188.0,1986906184.0
90,20131231,15.36,15.73,16.64,14.43,15.9,-0.034,88814063.0,1381892598.0
