,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount
0,20210630,115.65,104.9,118.11,99.68,104.94,0.1021,181392389.0,19617759881.0
1,20210531,104.94,90.0,106.2,88.88,91.01,0.1531,144062819.0,14375888595.0
2,20210430,91.01,84.64,98.39,80.94,84.64,0.0753,142674647.0,12769253143.0
3,20210331,84.64,79.98,85.67,72.46,79.63,0.0629,189080921.0,14872485509.0
4,20210226,79.63,89.23,99.8,77.4,88.79,-0.1032,140126141.0,12735335326.0
5,20210129,88.79,99.37,110.7,86.5,99.4,-0.1067,178306749.0,17196534584.0
6,20201231,99.4,89.0,108.85,88.51,91.0,0.0923,144997135.0,14418482481.0
7,20201130,91.0,79.0,96.8,77.16,79.22,0.1487,143862005.0,12306142588.0
8,20201030,79.22,75.83,88.15,72.96,75.11,0.0547,122334201.0,9590459342.0
9,20200930,75.11,87.36,87.66,70.0,87.36,-0.1402,133094440.0,10348041496.0
10,20200831,87.36,83.0,99.5,73.66,83.0,0.0525,167520899.0,13677322888.0
11,20200731,83.0,76.01,89.37,74.7,76.5,0.085,186870388.0,15095589784.0
12,20200630,76.5,63.5,78.86,60.77,63.29,0.2087,151301188.0,10065286893.0
13,20200529,63.29,53.18,63.68,53.18,52.75,0.1998,141042879.0,8256624854.0
14,20200430,52.75,45.72,54.5,43.96,45.71,0.154,151727476.0,7253031761.0
15,20200331,45.71,42.6,46.66,36.4,42.7,0.0705,214364732.0,9216310702.0
16,20200228,42.7,43.5,47.06,42.06,48.33,-0.1165,156152981.0,6996934559.0
17,20200123,48.33,51.5,52.46,47.8,51.0,-0.0524,95269802.0,4802874791.0
18,20191231,51.0,50.6,53.54,49.3,50.69,0.0061,96792483.0,4951393600.0
19,20191129,50.69,46.95,56.4,46.63,47.0,0.0785,156814825.0,8116870148.0
20,20191031,47.0,48.62,51.4,45.73,48.5,-0.0309,86257252.0,4149583701.0
21,20190930,48.5,52.79,53.5,47.0,52.82,-0.0818,138011541.0,6928559608.0
22,20190830,52.82,45.45,54.54,40.54,45.31,0.1657,176324161.0,8612003107.0
23,20190731,45.31,50.38,51.98,45.2,49.93,-0.0925,145974940.0,6967401946.0
24,20190628,49.93,48.78,50.34,44.7,48.61,0.0272,163255275.0,7721314243.0
25,20190531,48.61,50.0,54.94,47.12,51.0,-0.0469,159611336.0,8088736177.0
26,20190430,51.0,43.01,51.96,43.01,43.17,0.1814,171983507.0,8327883128.0
