,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount
0,20210630,29.41,29.25,31.2,26.63,29.18,0.0079,694408874.0,19971397852.83
1,20210531,29.18,25.99,29.6,24.69,26.13,0.1167,571442123.0,15563057094.96
2,20210430,26.13,26.12,29.65,24.52,26.13,0.0,705381699.0,18973558939.48
3,20210331,26.13,31.6,33.69,24.15,31.25,-0.1638,854837509.0,24033216694.34
4,20210226,31.25,33.5,33.58,29.4,33.4,-0.0644,798517938.0,25139127079.12
5,20210129,33.4,30.6,41.4,30.5,30.61,0.0911,1974019856.0,72255445635.08
6,20201231,30.61,32.8,34.55,28.98,32.82,-0.0673,1101330541.0,34718530813.48
7,20201130,32.82,32.9,35.49,29.12,33.23,-0.0123,1150372187.0,37167585459.85
8,20201030,33.23,33.43,38.5,32.93,32.12,0.0346,1264648063.0,44611727146.37
9,20200930,32.12,33.88,39.54,31.31,34.52,-0.0695,1617110676.0,55385109621.85
10,20200831,34.52,33.5,38.22,28.26,32.85,0.0508,1992539247.0,65503266259.47
11,20200731,32.85,27.5,36.5,26.92,27.78,0.1825,2675668215.0,83474594899.48
12,20200630,28.04,16.59,28.05,16.52,16.3,0.7202,1896328200.0,41619272276.57
13,20200529,16.3,18.0,19.08,15.92,18.27,-0.1078,1242685606.0,21895751134.02
14,20200430,18.27,14.53,19.88,14.42,14.56,0.2548,2106592990.0,35446282498.05
15,20200331,14.56,20.4,21.18,13.5,19.47,-0.2522,1998029286.0,33162603264.39
16,20200228,19.47,18.61,23.37,17.65,20.68,-0.0585,2001960669.0,41631345281.6
17,20200123,20.68,14.0,22.2,13.8,13.82,0.4964,1260321744.0,22093305249.45
18,20191231,13.82,12.8,15.3,12.65,12.83,0.0772,1237562413.0,17413533733.55
19,20191129,12.83,13.05,14.9,12.07,13.2,-0.028,1839070668.0,24959705669.92
20,20191031,13.2,10.58,14.5,10.24,10.3,0.2816,1726801348.0,22346142088.81
21,20190930,10.3,8.62,12.05,8.35,8.65,0.1908,1130912367.0,11866894385.0
22,20190830,8.65,7.73,9.25,7.11,7.71,0.1219,1009947663.0,8277976475.53
23,20190731,7.71,7.25,7.85,6.31,6.97,0.1062,478806821.0,3460620356.54
24,20190628,6.97,6.91,7.19,6.59,6.93,0.0058,236801670.0,1642021477.14
25,20190531,6.93,7.86,7.97,6.53,8.31,-0.1661,510623639.0,3618124285.02
26,20190430,8.31,8.6,9.89,7.84,8.59,-0.0326,1000972545.0,8965329265.66
27,20190329,8.59,8.67,9.97,8.11,8.5,0.0106,889415802.0,7959010381.75
28,20190228,8.5,5.87,9.06,5.85,5.83,0.458,874334826.0,6846766905.08
29,20190131,5.83,6.52,6.76,5.83,6.51,-0.1045,394321645.0,2554159691.51
30,20181228,6.51,8.19,8.38,6.48,7.9,-0.1759,315251646.0,2328913628.29
31,20181130,7.9,7.86,8.85,7.55,7.74,0.0207,397814291.0,3302652824.24
32,20181031,7.74,9.51,9.65,7.31,9.88,-0.2166,254695561.0,2076044391.17
33,20180928,9.88,11.64,11.88,9.1,11.77,-0.1606,194536201.0,2010098074.99
34,20180831,11.77,12.94,13.0,11.23,12.6,-0.0659,188799148.0,2241714755.63
35,20180731,12.6,14.0,14.09,12.09,13.83,-0.0889,364611392.0,4893603997.74
36,20180629,20.98,23.25,25.75,17.89,23.41,-0.1038,342034067.0,7643222080.16
37,20180531,23.41,21.33,24.15,20.01,21.11,0.109,413408139.0,9372115501.82
38,20180427,21.11,25.88,26.01,19.31,25.68,-0.178,252068807.0,5537338335.34
39,20180330,25.68,28.38,30.99,23.2,28.14,-0.0874,266017207.0,7231123792.71
40,20180228,28.14,26.8,28.5,22.36,26.8,0.05,150284139.0,3801938308.99
41,20180131,26.8,30.38,31.83,25.36,29.85,-0.1022,259772994.0,7363707561.14
42,20171229,29.85,34.4,36.18,28.2,34.3,-0.1297,202870157.0,6487154401.9
43,20171130,34.3,33.05,40.99,31.6,33.26,0.0313,359401853.0,13008940320.27
44,20171031,33.26,29.5,34.27,27.75,28.79,0.1553,191517082.0,5985750544.94
45,20170929,28.79,32.48,32.48,27.03,32.31,-0.1089,177349713.0,5316537596.5
46,20170831,32.31,30.29,33.65,29.07,30.29,0.0667,232004634.0,7313414776.18
47,20170731,30.29,28.9,33.6,26.7,29.09,0.0413,198520440.0,6018887779.22
48,20170630,29.09,35.0,35.85,28.32,35.1,-0.1712,158084781.0,4787924212.08
49,20170531,35.1,36.81,39.25,31.5,36.75,-0.0449,193852558.0,6746619607.03
50,20170428,36.75,30.5,38.08,30.36,30.72,0.1963,119257772.0,4014293231.17
51,20170331,30.72,28.0,32.57,27.83,27.98,0.0979,129190592.0,3971631549.98
52,20170228,27.98,25.71,29.88,25.2,25.68,0.0896,83556486.0,2347986033.94
53,20170126,25.68,27.69,27.95,22.05,27.61,-0.0699,60798957.0,1532917902.6
54,20161230,27.61,27.0,27.86,24.85,26.92,0.0256,64228278.0,1699461003.17
55,20161130,26.92,25.41,29.38,25.23,25.42,0.059,132555284.0,3646554168.03
56,20161031,25.42,24.3,26.47,24.23,24.16,0.0522,80216278.0,2042113605.42
57,20160930,24.16,25.23,25.77,23.28,25.25,-0.0432,77735080.0,1914728865.18
58,20160831,25.25,23.8,26.39,23.0,23.93,0.0552,126243735.0,3123511572.0
59,20160729,23.93,28.06,28.88,23.77,28.12,-0.149,175096995.0,4722096357.53
60,20160630,28.12,84.48,97.63,27.02,84.77,-0.6683,182743285.0,9992259927.99
61,20160531,84.77,70.7,86.17,66.83,71.06,0.1929,90205568.0,6848048708.89
62,20160429,71.06,74.13,74.13,63.58,67.39,0.0545,58934792.0,4185666870.97
63,20160331,67.39,61.12,67.6,60.26,61.21,0.101,23304332.0,1504385886.74
64,20160229,61.21,60.88,72.44,59.49,59.85,0.0227,37627039.0,2517443758.11
65,20160129,59.85,83.0,83.49,57.1,83.38,-0.2822,37258594.0,2500201429.92
66,20151231,83.38,84.8,91.33,78.51,84.85,-0.0173,63879539.0,5441516527.47
67,20151130,84.85,75.8,98.58,75.25,77.32,0.0974,107200354.0,9390305878.83
68,20151030,77.32,61.99,80.99,60.88,59.8,0.293,62861326.0,4558162680.55
69,20150930,59.8,58.3,66.97,54.03,59.2,0.0101,51336181.0,3090488457.11
70,20150831,59.2,77.56,86.89,53.73,78.57,-0.2465,56662958.0,4151563862.55
71,20150731,78.57,86.19,102.55,66.91,88.41,-0.1113,98020305.0,8494867856.25
72,20150630,88.41,151.59,151.59,74.13,137.81,-0.3585,119317700.0,13583847466.33
73,20150529,137.81,101.01,147.45,98.12,101.8,0.3537,146799586.0,18422404644.71
74,20150430,101.8,85.89,118.79,85.89,78.08,0.3038,227075373.0,23625577204.32
75,20150331,78.08,27.59,78.08,27.59,22.99,2.3963,1520855.0,103226856.88
