,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount,pct_chg_3,pct_chg_6
0,2013-12-31,-1.283387974016682,-1.1598690876229543,-1.1251756299130788,-1.3011344570836942,-1.1833966532468685,-0.0482,-0.43124015398957855,-0.5772792259462992,0.0,0.0
1,2014-01-30,-1.3885431164647972,-1.2574608200546908,-1.2692081886218625,-1.4268463819532013,-1.2537103605830382,-0.0748,-0.7627495637267626,-0.6892118091163133,0.0,0.0
2,2014-02-28,-1.3804542593534037,-1.3662516037490857,-1.2229120090368963,-1.4347033772575455,-1.3575828827841978,0.0062,-0.6590314711592207,-0.6571937958400723,0.0,0.0
3,2014-03-31,-1.432222944866322,-1.3582522814186155,-1.3515125078840247,-1.4818453490836108,-1.349592688768724,-0.0396,-0.725677492798655,-0.6830903121618058,0.11597036427248408,0.0
4,2014-04-30,-1.4079563735321414,-1.3966490286048723,-1.3026443183221157,-1.454345865518406,-1.4007299304677563,0.0193,-0.6088089129446047,-0.647586838243917,0.013981025750766651,0.0
5,2014-05-30,-1.37236540224201,-1.379050519477838,-1.2769242185526901,-1.4091681425184268,-1.3767593484213347,0.0278,-0.5738699324677412,-0.6343372015198513,-0.005859561848273409,0.0
6,2014-06-30,-1.4047208306875838,-1.342253636757675,-1.3412244679762544,-1.4386318749097176,-1.3416024947532499,-0.0246,-0.8348835425445804,-0.71151691392505,-0.019202397418165318,0.09454105783082922
7,2014-07-31,-1.1604373459235011,-1.3710511971473676,-1.1238896249246075,-1.4229178843010293,-1.373563270815145,0.1902,-0.27121030889866393,-0.5355482774510302,-0.17580021104467114,-0.16427705257151015
8,2014-08-29,-1.251032545571108,-1.1438704429620135,-1.1508957296825044,-1.2343499969967684,-1.1322594115478362,-0.0593,-0.24876253492246625,-0.5155368594079435,-0.08841148026078371,-0.09375298957237166
9,2014-09-30,-1.1361707745893208,-1.2238636662667157,-1.1341776648323778,-1.212743259909822,-1.2217495845211428,0.0799,-0.19524217395381024,-0.4954656912040097,-0.19117681622676086,-0.20670816044260032
10,2014-10-31,-0.8740918041801718,-1.1038738313096625,-0.9322748816423863,-1.1204235650837775,-1.1082888295014148,0.1688,0.28087594234952573,-0.30210078638764404,-0.2467565722089453,-0.3791769257826243
11,2014-11-28,0.4686584763111451,-0.8446957878024276,0.19555149324692953,-0.7609660299100305,-0.849406543400063,0.7398,1.1245372249782495,0.32734527032735505,-1.374617333474085,-1.3414968604902935
12,2014-12-31,1.9278882992065283,0.44319510740327744,1.9805264172450707,0.7200775849588508,0.4769656631685899,0.4621,4.493947705543843,4.3942449823065255,-2.6968296864557013,-2.372435189320047
13,2015-01-30,1.0688516739765412,1.9358686542690196,1.324663873124716,1.3722081952194192,1.9183966635600658,-0.1861,1.0282042684857065,1.1097586704229563,-2.2228139754485383,-1.9210765904176634
14,2015-02-27,1.3066640730515093,1.0687421136460484,0.8617020772750543,1.503812866567185,1.069838059116747,0.0633,0.009921704835304093,0.13103943278775096,1.7880943994364191,-2.0444684893909013
15,2015-03-31,1.8243509281806916,1.395114464729233,1.4931305266144546,1.3270304722194401,1.304749763171677,0.1296,0.9851403225725219,1.0857367425948146,-0.053705067388214456,-2.605701333798275
16,2015-04-30,2.796631552970187,1.871874075625258,2.536080572264665,2.5173652608275865,1.8161221801620009,0.2154,1.7499230296190358,2.487044398025013,1.6164823623895699,-4.199471199244574
17,2015-05-29,2.24820704081771,2.7853966857649564,2.2120073151699016,2.9259290166534844,2.776543500821953,-0.1,0.7385952424757137,1.2889447323712508,0.7205700280465923,3.797111659034867
18,2015-06-30,1.6706626430642157,2.2670405987504867,2.3406078140170297,1.5018486177410986,2.234808346572829,-0.117,0.9814075269589421,1.5466597339156323,-0.08424272037931835,-0.13342352679259495
19,2015-07-31,0.8375103605906878,1.5758991493978598,1.1034710151076554,0.5982941577415155,1.6643084938679986,-0.1911,1.7168090862995222,1.4318786620799884,-0.7005288881543217,-0.21643911781058855
