,trade_date,close,open,high,low,pre_close,pct_chg,vol,amount,pct_chg_3,pct_chg_6
0,2013-12-31,-1.2564937364484035,-1.0879133080106718,-1.1644602945566476,-1.2322181448641787,-1.0786201673650884,-0.0531,-0.2112151253399546,-0.41689680239918886,0.0,0.0
1,2014-01-30,-1.5659608368735518,-1.2324947074258115,-1.3866499151266412,-1.3949006927599235,-1.23262241921123,-0.1166,-0.4724328282492255,-0.5910858227749612,0.0,0.0
2,2014-02-28,-1.6060769424842194,-1.56591711832195,-1.598444699646577,-1.4934487746583076,-1.5524732499686014,-0.0171,-0.530741183956406,-0.6298725761887585,0.0,0.0
3,2014-03-31,-1.6476257661524105,-1.5968988467680516,-1.6829027425532999,-1.6154606855801164,-1.593935394696409,-0.018000000000000002,-0.4910799431183061,-0.6213726533365265,0.31128848346636273,0.0
4,2014-04-30,-1.5745571452186953,-1.6308312160185434,-1.4464202224144758,-1.4934487746583076,-1.6368783303073522,0.0323,-0.38339697056921734,-0.5523652780427686,0.005489478499542733,0.0
5,2014-05-30,-1.5072193965150746,-1.5747690407351218,-1.599744054152834,-1.4684206903666543,-1.5613579952674177,0.0288,-0.6553102839244055,-0.6914640777720008,-0.06155218554861741,0.0
6,2014-06-30,-1.3625148727051675,-1.4877251370055988,-1.4139363597580439,-1.3620513321271293,-1.4917608237600262,0.0602,-0.5226509228220755,-0.6107915920234507,-0.17304347826086952,0.08437856328392268
7,2014-07-31,-1.0358551555897328,-1.3224892519597249,-1.1748551306067054,-1.2447321870100054,-1.3422009445632928,0.1282,-0.41042126815213426,-0.5329302439190765,-0.3421292083712467,-0.3385178408051235
8,2014-08-29,-1.1547707543642116,-1.0303758123250553,-1.0942951512187542,-0.9788087914111913,-1.0045806232082894,-0.0414,-0.47005726391707914,-0.5511878589171221,-0.23384030418250923,-0.2809991079393397
9,2014-09-30,-1.130414547386306,-1.1277469588699454,-1.0851996696749533,-1.024172194189813,-1.1274862665085759,0.0088,-0.4434157815546002,-0.5390979450753367,-0.17034700315457418,-0.31391304347826077
10,2014-10-31,-1.0501823361649716,-1.0952899100216482,-1.185249966656764,-1.0898709154554018,-1.102312821495264,0.0289,-0.4362992560586235,-0.5389553203442305,0.013831258644537048,-0.33303002729754316
11,2014-11-28,-0.45560434229257957,-1.0200485695096881,-0.5511649676032137,-0.9084173043409172,-1.0193885320396494,0.2078,0.5948530486101019,0.17315271436886717,-0.6054590570719605,-0.6977186311787072
12,2014-12-31,0.7163590287619171,-0.3517284273152158,0.48182186487131906,-0.3030505155365591,-0.40486031553821805,0.3391,2.639967842330669,2.0968036511780435,-1.633713561470215,-1.5257623554153519
13,2015-01-30,0.8753907331470627,0.9022939145507916,1.1276010544811852,0.6308098795957462,0.8064266268670118,0.0344,2.333933650605681,2.4394989804776825,-1.8335607094133688,-1.845089903181189
14,2015-02-27,1.0186625388994464,0.7326320682983319,0.8391443540920696,0.8482413618794823,0.9707944148951053,0.0299,0.8186866683710018,0.9311410685832666,-3.2358490566037728,-1.8821339950372202
15,2015-03-31,0.9455939179657309,1.1103140912603287,0.7533869566790898,0.7403077483717282,1.1188735032087032,-0.0148,1.9692988303478431,2.0632769854694413,0.3200000000000003,-1.836501901140684
16,2015-04-30,1.077403979257924,1.1309685768910631,1.0496397841057485,1.3034396449339223,1.0433531681687687,0.0271,2.580093752618352,2.910902020016953,0.2307692307692315,-2.025920873124147
17,2015-05-29,0.7063300023592503,1.18850607257668,1.188670716275277,1.0343877387986515,1.1795859294172788,-0.0744,2.3250939667616595,2.605633992752103,-0.30661040787623084,-2.550314465408804
18,2015-06-30,0.4126228005668644,0.7916448843861439,0.8950165978611332,0.11460564108040165,0.7960610906850599,-0.0636,2.044815326802653,2.084919099357513,-0.5636363636363636,-0.4239999999999998
19,2015-07-31,-0.34098689769067264,0.40068497780438883,0.44154187517734417,-0.09187605432573616,0.4924989596421847,-0.1743,2.105654795394556,1.8072520559222276,-1.3164893617021276,-1.3895253682487727
20,2015-08-31,-0.6719447689786789,-0.2956662520317945,-0.3679559822209379,-1.011658152043986,-0.2863970448873397,-0.0927,0.4656387603145899,0.1416192103302032,-1.951318458417851,-1.6596343178621664
