,Date,Open,High,Low,Close,Volume,pct_chg,pct_chg_3,pct_chg_6
0,2013-12-01,1.037588857002528,1.3349033054619406,1.3376209363612026,1.5666471276682492,-0.6507658198320222,0.0,0.0,0.0
1,2014-01-01,1.5073737414647668,1.8277884709345482,1.7059650491848493,2.053485583696804,-0.6064728885809749,0.3107518262604232,0.0,0.0
2,2014-02-01,2.0285421060359825,1.940870224382707,2.168300097595669,2.0239804785300257,-0.24177373573194022,-0.014368304019773737,0.0,0.0
3,2014-03-01,1.9245533519275848,1.81058056149345,1.5306844986495325,1.3994499684725374,0.7797950175266714,-0.3085654810816514,-0.10672292199237166,0.0
4,2014-04-01,1.3679062955538173,1.5684394872370544,1.578949904697291,1.8420302977757343,-0.0850419185817808,0.3162530560390535,-0.10297383512203462,0.0
5,2014-05-01,1.8242346463884866,1.808122690613607,2.1187642687694135,2.009227456971446,-1.123482322535844,0.09076786597788522,-0.00728911257548015,0.0
6,2014-06-01,2.0065208812405904,2.114178723113977,2.2279973705526053,2.414926639303766,-1.162306511837331,0.2019179963545985,0.7256255626913153,0.5414617603761676
7,2014-07-01,2.3600832052369,2.1547406258368795,1.5573575627060818,1.260529199443177,-0.18790080971818832,-0.4780258833011204,-0.31568487176064597,-0.3861514249474792
8,2014-08-01,1.2259924617231963,1.8720376488575814,1.171231407178067,2.1862599638728777,1.0464834547264972,0.7343985088474194,0.08810973903784736,0.08017838465552396
9,2014-09-01,2.1300844722247123,1.940870224382707,1.6424574769410702,1.393302641668867,-0.49857189493788073,-0.3627003811565558,-0.4230455621332819,-0.0043926735089930835
10,2014-10-01,1.3409913615394924,1.2402588657751679,1.0467561391988545,1.299869652315675,1.3693331567700329,-0.06705864652727567,0.031209473679686406,-0.29432775677724876
11,2014-11-01,1.2871624268904414,1.3410484515419143,1.5243333538056951,1.3047863882181496,-0.5797497452955357,0.003782483800368386,-0.4031879054736156,-0.3506029475702649
12,2014-12-01,1.251683735087886,1.3459651310623326,1.1763121292434071,1.336750799286552,-0.30514908570060156,0.024497811562897764,-0.040588340745969176,-0.44646318545231534
13,2015-01-01,1.3165237488244323,1.0976789107259635,0.8930679306547469,0.5868228888074691,0.44383584896575057,-0.5610080135200464,-0.5485525123522474,-0.5344630738687444
14,2015-02-01,0.5604629420220981,0.8260386971077918,0.8232096980914548,0.7073035533265856,-0.03857700471246849,0.20531009750481122,-0.45791620780739617,-0.6764778365727269
15,2015-03-01,0.6399840834154342,0.3552771828359649,0.2109967404233701,0.2057120757394492,-0.14651678375946026,-0.7091601268338814,-0.8461103776042316,-0.8523565020352994
16,2015-04-01,0.20690061802578855,0.4511500890822946,0.494240454487706,0.7122202892290619,-0.3782207866436603,2.462219155919392,0.21368866622844762,-0.45208330084461557
17,2015-05-01,0.6730154539187263,0.5912721732516559,0.9210114174897935,0.687632857915144,-0.476813283351333,-0.03452222814451478,-0.027810825096136638,-0.47299200533951513
18,2015-06-01,0.6534415504225976,0.41427546155952266,0.35071369007427877,0.02867956883801765,-0.42449177349348466,-0.9582923234282722,-0.8605839315221211,-0.9785453138660366
19,2015-07-01,0.0001458370790292806,-0.22979455144357078,-0.31865617951807107,-0.5638865301510718,0.5837735862282537,-20.661611139829397,-1.7917305062475082,-1.9609143421399118
