,Date,Open,High,Low,Close,Volume,pct_chg,pct_chg_3,pct_chg_6
0,2013-12-01,-1.3016372096030624,-1.2999345813226606,-1.1398656410557155,-1.0813497391973752,-0.9080087377141278,0.0,0.0,0.0
1,2014-01-01,-1.0952126567443978,-1.0073468824969882,-0.8952960707963019,-1.1331697531619982,1.4940555523596888,0.047921603979010685,0.0,0.0
2,2014-02-01,-1.113978362490359,-1.2317145466702517,-1.0851792055346865,-1.0417229432972017,-0.5867322073254996,-0.08070000951721767,0.0,0.0
3,2014-03-01,-1.0529893714027114,-1.205942854861242,-1.0684693969613352,-1.1880380716427295,-1.1175462921253032,0.1404549350544393,0.09866218909392166,0.0
4,2014-04-01,-1.1264892306883532,-1.1574309587322877,-0.9180822787558429,-1.026481420716644,0.876060034004669,-0.1359860889834087,-0.0941503531555189,0.0
5,2014-05-01,-0.9779259518678376,-1.1589467024768219,-0.8436478349683677,-1.0020955659923894,-1.0545771279881446,-0.02375674243302861,-0.03804022706784782,0.0
6,2014-06-01,-0.9638515234206092,-0.9694469275020299,-0.7540229721927565,-0.7445199391296601,-1.649266718561077,-0.25703698889002513,-0.3733197976558158,-0.3114901570307168
7,2014-07-01,-0.6964379794742992,-0.8709068131921706,-1.144422650856689,-1.4745723007061995,0.8614722495781032,0.9805679112233943,0.4365309210143504,0.30128102748202656
8,2014-08-01,-1.4846047794170307,-1.3696703597196036,-1.1915138768836497,-1.1667005214345862,-0.8541029899366699,-0.2087871711167827,0.16426073622946946,0.11997199345712084
9,2014-09-01,-1.13587238183685,-1.3135785882531423,-1.1915138768836497,-1.4517103075376818,0.20756833878845973,0.2442870135625248,0.9498608851694739,0.2219392140610159
10,2014-10-01,-1.4439450543245786,-1.3711866817715563,-1.6745766180162873,-1.210900064811246,2.73695204915331,-0.16588036984795274,-0.1788126874271787,0.1796609664555342
11,2014-11-01,-1.1671483592297742,-1.2317145466702517,-1.0274545703205624,-1.0356263342649785,-1.4129273472005008,-0.14474665221327654,-0.11234604318890473,0.03346064927388759
